Material_ID,Material_Name,Category,Density_kg_m3,Tensile_Strength_MPa,CO2_Emission_kg,Cost_per_kg,Biodegradable,biodegradable_flag,category_encoded,Density_kg_m3_norm,Tensile_Strength_MPa_norm,CO2_Emission_kg_norm,Cost_per_kg_norm,co2_impact_index,cost_efficiency_index,material_suitability_score,sustainability_rank,eco_grade
429,Perforated Jute Burlap,Eco,1216,24.94,0.52,1.37,Yes,1,0,0.10275025623505295,0.034242205702873625,0.0264387768727467,0.03198948290972831,0.9828,0.0,0.5406,194,B
430,Recycled Bamboo Sheet,Wood,678,39.23,0.349,1.83,Yes,1,5,0.05679877007174581,0.054060801065128145,0.01502203231406062,0.052147239263803685,0.9902,0.0,0.5517,12,B
431,Standard Tissue Paper,Paper,247,0.99,0.79,1.48,Yes,1,3,0.019986334130509053,0.0010262953511594364,0.044465215649619444,0.036809815950920255,0.9711,0.0,0.5381,233,B
432,Lightweight Nylon Fabric,Plastic,942,49.13,4.606,2.76,No,0,4,0.07934745473180731,0.0677909686009098,0.2992388836960876,0.09290096406660824,0.4555,0.0,0.265,533,D
433,Standard Molded Pulp,Paper,296,1.97,0.691,0.99,Yes,1,3,0.02417150666211138,0.0023854432486408524,0.03785552143143276,0.015337423312883437,0.9754,0.0001,0.5395,214,B
434,Single-Ply Polypropylene (PP),Plastic,849,25.55,1.971,1.17,No,0,4,0.07140416809019473,0.03508820592477532,0.12331419415142209,0.023225241016652062,0.5698,0.0,0.2993,395,D
435,Commercial-Grade Acrylic Sheet,Plastic,1209,71.72,3.586,2.69,No,0,4,0.10215237444482404,0.0991207145234661,0.23113900387234607,0.08983347940403155,0.4998,0.0,0.2845,457,D
436,Heavy-Duty Polyurethane Foam,Plastic,40,0.72,3.69,2.44,No,0,4,0.0023061154765971984,0.0006518362365472096,0.2380825210308452,0.07887817703768625,0.4952,0.0,0.2732,508,D
437,Insulated Kraft Paper,Paper,394,29.55,0.946,1.73,Yes,1,3,0.03254185172531602,0.04063574836347498,0.054880491387368134,0.047765118317265556,0.9643,0.0,0.5424,159,B
438,Lightweight Glass Jar,Glass,2029,40.59,0.731,1.37,No,0,1,0.17218995558592415,0.05594696549428604,0.04052610495393243,0.03198948290972831,0.6237,0.0,0.3123,357,C
439,Commercial-Grade Tin Plate,Metal,8110,206.63,8.265,1.95,No,0,2,0.6915784079262043,0.2862254521247088,0.5435305114167446,0.05740578439964944,0.2967,0.0,0.1919,566,D
440,Medical-Grade PVC Film,Plastic,1248,51.82,2.879,5.18,No,0,4,0.10548343013324223,0.07152169089093531,0.18393644011216448,0.19894829097283084,0.5304,0.0,0.2894,437,D
441,Recycled HDPE Container,Plastic,987,23.37,1.184,1.22,No,0,4,0.08319098052613598,0.03206479529568401,0.07077046334624114,0.025416301489921127,0.604,0.0,0.3095,365,C
442,Standard Hemp Composite,Eco,1152,52.35,1.047,3.04,Yes,1,0,0.0972839084386744,0.07225674026406302,0.06162371478167979,0.10517090271691498,0.9599,0.0,0.5407,192,B
443,Perforated Tin Plate,Metal,7044,159.52,7.976,1.97,No,0,2,0.6005295524427742,0.22088927105292358,0.5242355454666844,0.058282208588957066,0.3092,0.0,0.1923,565,D
444,Heavy-Duty Polypropylene (PP),Plastic,1176,48.96,2.518,1.96,No,0,4,0.09933378886231636,0.06755519804726506,0.15983442382160498,0.057843996494303246,0.5461,0.0,0.2947,417,D
445,Heavy-Duty Wax Paper,Paper,1133,20.34,1.278,1.63,Yes,1,3,0.09566108643662453,0.027862531898369024,0.07704633462411536,0.04338299737072743,0.9499,0.0,0.5285,312,B
446,Anti-Static Recycled Denim,Eco,308,5.13,0.677,2.3,Yes,1,0,0.025196446873932354,0.00676800177521358,0.03692081719855789,0.07274320771253287,0.976,0.0,0.5404,200,B
447,Laminated Bagasse (Sugarcane),Eco,138,25.14,0.409,2.2,Yes,1,0,0.010676460539801844,0.03451958282480861,0.019027907597810118,0.06836108676599476,0.9876,0.0,0.5515,15,B
448,Reinforced Cork Sheet,Wood,293,7.62,0.335,5.28,Yes,1,5,0.023915271609156134,0.010221346943304118,0.01408732808118574,0.203330411919369,0.9908,0.0,0.5464,88,B
449,Recycled Mushroom Mycelium,Eco,155,0.74,0.309,3.25,Yes,1,0,0.012128459173214895,0.0006795739487407079,0.012351448791560955,0.11437335670464505,0.992,0.0,0.5461,95,B
450,UV-Stabilized Pine Wood Crate,Wood,518,39.92,0.622,2.9,Yes,1,5,0.04313290058079945,0.055017752135803843,0.03324876485512084,0.09903593339176162,0.9784,0.0,0.5491,38,B
451,Anti-Static Borosilicate Glass,Glass,2224,59.83,1.207,4.19,No,0,1,0.18884523402801504,0.08263064462443137,0.07230604887167846,0.15556529360210344,0.603,0.0,0.3087,370,C
452,UV-Stabilized Palm Leaf,Eco,491,16.2,0.471,1.65,Yes,1,0,0.040826785104202255,0.02212082547431488,0.023167312057684603,0.04425942156003505,0.9849,0.0,0.5451,117,B
453,Insulated Mushroom Mycelium,Eco,72,0.46,0.573,5.35,Yes,1,0,0.005039289374786471,0.000291245978031732,0.029977300040058746,0.20639789658194566,0.9805,0.0,0.5427,153,B
454,Commercial-Grade Polycarbonate,Plastic,1161,62.88,3.676,2.84,No,0,4,0.09805261359754014,0.08686064573393987,0.23714781679797034,0.09640666082383874,0.4959,0.0,0.2811,475,D
455,Standard ABS Plastic,Plastic,995,38.28,2.966,1.91,No,0,4,0.08387427400068329,0.05274325973593698,0.18974495927360127,0.05565293602103419,0.5267,0.0,0.2865,447,D
456,Medical-Grade HDPE Container,Plastic,930,29.38,2.233,3.82,No,0,4,0.07832251451998633,0.04039997780983024,0.1408065162237949,0.13935144609991237,0.5585,0.0,0.2957,409,D
457,Industrial-Grade Tin Plate,Metal,9058,251.75,9.231,2.08,No,0,2,0.7725486846600615,0.3488017308332409,0.6080251034851114,0.063102541630149,0.2548,0.0,0.1817,569,D
458,Industrial-Grade Molded Pulp,Paper,335,2.44,0.782,1.12,Yes,1,3,0.027502562350529555,0.003037279485188062,0.04393109894511951,0.021034180543383005,0.9714,0.0,0.5378,235,B
459,Anti-Static Palm Leaf,Eco,512,15.36,0.451,1.72,Yes,1,0,0.04262043047488896,0.020955841562187952,0.021832020296434773,0.04732690622261175,0.9858,0.0,0.545,118,B
460,Food-Grade PET Plastic,Plastic,1388,55.32,2.213,1.66,No,0,4,0.11744106593782029,0.07637579052479751,0.13947122446254506,0.04469763365468887,0.5593,0.0,0.2993,396,D
461,Single-Ply Cork Sheet,Wood,220,3.57,0.275,3.27,Yes,1,5,0.017680218653911856,0.0046044602241207145,0.010081452797436241,0.11524978089395269,0.9934,0.0,0.5468,75,B
462,Perforated Plywood,Wood,560,30.61,0.574,2.63,Yes,1,5,0.04672019132217287,0.042105847109730386,0.030044064628121238,0.08720420683610867,0.9805,0.0,0.5469,71,B
463,Food-Grade Styrofoam (EPS),Plastic,26,0.42,3.436,2.34,No,0,4,0.001110351896139392,0.00023577055364473542,0.22112431566297233,0.07449605609114812,0.5063,0.0,0.2771,495,D
464,Fire-Retardant Tissue Paper,Paper,269,1.08,1.019,2.2,Yes,1,3,0.02186539118551418,0.0011511150560301788,0.05975430631593002,0.06836108676599476,0.9612,0.0,0.5345,267,B
465,Commercial-Grade Glass Jar,Glass,2390,47.8,0.765,1.51,No,0,1,0.2030235736248719,0.06594641074004216,0.04279610094805715,0.03812445223488169,0.6222,0.0,0.3107,361,C
466,Single-Ply Sheep Wool,Eco,1129,6.76,0.434,2.47,Yes,1,0,0.09531943969935087,0.00902862531898369,0.02069702229937241,0.0801928133216477,0.9865,0.0,0.5375,238,B
467,Waterproof Bamboo Sheet,Wood,761,44.49,0.653,2.49,Yes,1,5,0.06388793987017424,0.0613558193720182,0.035318467085058085,0.08106923751095532,0.977,0.0,0.5478,56,B
468,Food-Grade Teflon Coating,Plastic,2118,24.06,7.701,11.55,No,0,4,0.17979159549026308,0.0330217463663597,0.5058752837494992,0.4780893952673094,0.3212,0.0,0.201,560,D
469,Standard Sheep Wool,Eco,1349,10.38,0.519,3.32,Yes,1,0,0.11411001024940212,0.014049151226006881,0.026372012284684207,0.11744084136722174,0.9829,0.0,0.5354,258,B
470,Single-Ply Mushroom Mycelium,Eco,138,0.57,0.46,2.86,Yes,1,0,0.010676460539801844,0.0004438033950959725,0.022432901588997196,0.09728308501314636,0.9854,0.0,0.5439,138,B
471,Heavy-Duty Kraft Paper,Paper,1027,69.12,0.948,1.52,Yes,1,3,0.08660744789887256,0.09551481193831134,0.05501402056349312,0.03856266432953549,0.9642,0.0,0.5479,54,B
472,Food-Grade Kraft Paper,Paper,768,48.0,0.768,1.58,Yes,1,3,0.06448582166040315,0.06622378786197715,0.042996394712244625,0.04119193689745837,0.9721,0.0,0.547,68,B
473,Perforated Teflon Coating,Plastic,1944,19.64,7.855,8.64,No,0,4,0.1649299624188589,0.026891711971596587,0.5161570303111229,0.35056967572305,0.3145,0.0,0.199,562,D
474,Anti-Static Cork Sheet,Wood,234,4.89,0.322,5.47,Yes,1,5,0.018875982234369662,0.0064351492288916,0.013219388436373347,0.2116564417177914,0.9914,0.0,0.5464,89,B
475,Industrial-Grade Acrylic Sheet,Plastic,1343,86.89,3.983,2.84,No,0,4,0.11359754014349163,0.12015976922223455,0.2576445453331553,0.09640666082383874,0.4825,0.0,0.2815,473,D
476,Anti-Static ABS Plastic,Plastic,1000,38.48,3.28,2.69,No,0,4,0.08430133242227536,0.05302063685787196,0.21070903992522363,0.08983347940403155,0.513,0.0,0.2817,470,D
477,Anti-Static Acrylic Sheet,Plastic,1183,70.16,3.859,3.51,No,0,4,0.09993167065254527,0.09695717297237323,0.2493657364134063,0.12576687116564417,0.4879,0.0,0.2802,479,D
478,Lightweight Balsa Wood,Wood,127,7.96,0.358,3.14,Yes,1,5,0.009736932012299282,0.010692888050593588,0.015622913606623044,0.10955302366345313,0.9898,0.0,0.5476,57,B
479,Anti-Static Glass Jar,Glass,2474,49.49,0.871,2.08,No,0,1,0.21019815510761872,0.06829024742039277,0.04987314728268127,0.063102541630149,0.6176,0.0,0.3088,369,C
480,Industrial-Grade Borosilicate Glass,Glass,2363,69.35,1.165,3.18,No,0,1,0.20071745814827469,0.09583379562853656,0.06950193617305381,0.11130587204206838,0.6048,0.0,0.3108,360,C
481,Medical-Grade Cork Sheet,Wood,237,5.93,0.356,11.87,Yes,1,5,0.019132217287324907,0.007877510262953512,0.015489384430498061,0.4921121822962313,0.9899,0.0,0.5461,96,B
482,Standard Mushroom Mycelium,Eco,155,0.83,0.518,3.63,Yes,1,0,0.012128459173214895,0.0008043936536114502,0.026305247696621716,0.13102541630148992,0.9829,0.0,0.543,149,B
483,Fire-Retardant PET Plastic,Plastic,1450,57.78,2.732,1.58,No,0,4,0.122736590365562,0.0797875291245978,0.17412204566697823,0.04119193689745837,0.5368,0.0,0.2916,431,D
484,Double-Wall Kraft Paper,Paper,1158,86.84,1.081,1.7,Yes,1,3,0.0977963785445849,0.12009042494175082,0.0638937107758045,0.046450482033304125,0.9585,0.0,0.5497,31,B
485,Laminated Palm Leaf,Eco,546,17.86,0.516,1.67,Yes,1,0,0.045524427741715064,0.024423055586375236,0.026171718520496733,0.04513584574934268,0.983,0.0,0.5444,127,B
486,Recycled ABS Plastic,Plastic,1053,36.46,1.884,1.82,No,0,4,0.08882815169115135,0.05021912792632864,0.11750567498998529,0.05170902716914988,0.5736,0.0,0.3019,386,C
487,Recycled Styrofoam (EPS),Plastic,25,0.35,1.952,1.33,No,0,4,0.001024940211820977,0.00013868856096749136,0.12204566697823474,0.03023663453111306,0.5707,0.0,0.2997,393,D
488,Industrial-Grade Cornstarch Foam,Eco,45,0.62,1.363,2.27,Yes,1,0,0.0027331738981892723,0.0005131476755797183,0.08272132460942715,0.07142857142857144,0.9462,0.0,0.531,296,B
489,Anti-Static Jute Burlap,Eco,1361,31.4,0.576,1.76,Yes,1,0,0.11513495046122309,0.04320148674137357,0.030177593804246228,0.049079754601227,0.9804,0.0,0.5403,203,B
490,Double-Wall Hemp Composite,Eco,1726,94.12,1.464,4.85,Yes,1,0,0.14631021523744447,0.1301869521801842,0.0894645480037388,0.18448729184925503,0.9418,0.0,0.541,187,B
491,UV-Stabilized Cotton Canvas,Eco,1523,44.68,1.828,3.13,Yes,1,0,0.1289716433208063,0.06161932763785643,0.11376685805848577,0.10911481156879929,0.9261,0.0,0.5236,331,B
492,Recycled Aluminum Foil,Metal,2713,40.69,7.235,3.62,No,0,2,0.23061154765971983,0.05608565405525352,0.4747629857123781,0.13058720420683612,0.3414,0.0,0.2076,555,D
493,Laminated Pine Wood Crate,Wood,550,41.98,0.65,2.8,Yes,1,5,0.04586607447898872,0.057874736491734156,0.03511817332087061,0.09465381244522349,0.9772,0.0,0.549,41,B
494,Industrial-Grade Bagasse (Sugarcane),Eco,128,23.26,0.32,1.6,Yes,1,0,0.009822343696617697,0.03191223787861977,0.013085859260248365,0.042068361086765996,0.9915,0.0,0.5524,7,B
495,Perforated Bagasse (Sugarcane),Eco,103,15.22,0.285,1.57,Yes,1,0,0.007687051588657329,0.020761677576833466,0.010749098678061153,0.040753724802804564,0.993,0.0,0.5509,21,B
496,Insulated Seaweed Film,Eco,524,8.99,0.24,6.39,Yes,1,0,0.04364537068670994,0.01212138022855875,0.00774469221524903,0.2519719544259421,0.995,0.0,0.5463,91,B
497,Laminated Jute Burlap,Eco,1403,35.31,0.638,1.65,Yes,1,0,0.11872224120259652,0.04862420947520249,0.03431699826412071,0.04425942156003505,0.9777,0.0,0.54,208,B
498,Food-Grade Cork Sheet,Wood,243,5.06,0.304,6.07,Yes,1,5,0.019644687393235397,0.006670919782536336,0.012017625851248498,0.23794916739702018,0.9922,0.0,0.5466,82,B
499,Waterproof Polypropylene (PP),Plastic,1026,36.08,2.381,1.73,No,0,4,0.08652203621455415,0.04969211139465217,0.15068767525704363,0.047765118317265556,0.5521,0.0,0.2945,418,D
500,Standard PET Plastic,Plastic,1377,54.9,2.196,1.1,No,0,4,0.11650153741031773,0.07579329856873405,0.13833622646548271,0.02015775635407538,0.5601,0.0,0.2995,394,D
501,Perforated PET Plastic,Plastic,1181,41.82,2.091,1.15,No,0,4,0.09976084728390844,0.057652834794186175,0.1313259447189211,0.022348816827344437,0.5646,0.0,0.2992,397,D
502,Anti-Static Corrugated Cardboard,Paper,607,6.07,1.002,1.13,Yes,1,3,0.05073454048513836,0.008071674248308,0.05861930831886767,0.02147239263803681,0.9619,0.0,0.5332,280,B
503,Recycled PET Plastic,Plastic,1360,48.77,1.3,0.98,No,0,4,0.11504953877690467,0.06729168978142683,0.07851515556149018,0.014899211218229624,0.599,0.0001,0.3116,358,C
504,Lightweight Bubble Wrap (LDPE),Plastic,759,8.25,2.691,2.04,No,0,4,0.06371711650153741,0.011095084877399313,0.17138469755641605,0.06134969325153375,0.5386,0.0,0.2844,459,D
505,Reinforced Tissue Paper,Paper,295,1.48,0.866,1.92,Yes,1,3,0.024086094977792964,0.0017058692999001443,0.0495393243423688,0.056091148115687994,0.9678,0.0,0.5367,242,B
506,Reinforced Polyurethane Foam,Plastic,36,0.76,3.337,2.23,No,0,4,0.0019644687393235395,0.0007073116609342062,0.21451462144478567,0.06967572304995619,0.5106,0.0,0.2787,487,D
507,Double-Wall PET Plastic,Plastic,2124,101.6,3.161,1.81,No,0,4,0.18030406559617354,0.14056085654055253,0.20276405394578714,0.05127081507449606,0.5182,0.0,0.2915,432,D
508,Fire-Retardant Polyurethane Foam,Plastic,34,0.57,4.018,2.63,No,0,4,0.0017936453706867098,0.0004438033950959725,0.25998130591534246,0.08720420683610867,0.481,0.0,0.2683,524,D
509,Food-Grade Tin Plate,Metal,7960,202.79,8.112,2.74,No,0,2,0.678766655278442,0.28089981138355713,0.5333155294431833,0.09202453987730062,0.3033,0.0,0.1945,564,D
510,Reinforced Bamboo Sheet,Wood,855,68.68,0.672,2.78,Yes,1,5,0.07191663819610522,0.09490458227005438,0.03658699425824543,0.09377738825591586,0.9762,0.0,0.5535,2,B
511,Commercial-Grade Styrofoam (EPS),Plastic,25,0.4,3.308,1.58,No,0,4,0.001024940211820977,0.00020803284145123711,0.2125784483909734,0.04119193689745837,0.5118,0.0,0.2791,485,D
512,Recycled PLA Bioplastic,Eco,1264,55.07,1.101,2.57,Yes,1,0,0.10685001708233687,0.07602906912237879,0.06522900253705434,0.0845749342681858,0.9576,0.0,0.5397,211,B
513,Insulated HDPE Container,Plastic,489,15.46,2.35,2.14,No,0,4,0.040655961735565425,0.021094530123155444,0.14861797302710641,0.06573181419807188,0.5534,0.0,0.2938,422,D
514,Heavy-Duty Borosilicate Glass,Glass,2983,86.44,1.358,4.32,No,0,1,0.25367270242569184,0.11953567069788083,0.0823875016691147,0.161262050832603,0.5964,0.0,0.3073,373,C
515,Insulated Polyurethane Foam,Plastic,15,0.3,3.625,2.74,No,0,4,0.00017082336863682946,6.93442804837457e-05,0.23374282280678327,0.09202453987730062,0.4981,0.0,0.2743,505,D
516,Commercial-Grade PET Plastic,Plastic,1311,52.25,2.09,1.1,No,0,4,0.11086436624530235,0.07211805170309553,0.13125918013085858,0.02015775635407538,0.5647,0.0,0.301,387,C
517,UV-Stabilized Corrugated Cardboard,Paper,575,6.33,1.035,1.07,Yes,1,3,0.04800136658694909,0.008432264506823479,0.060822539724929896,0.01884312007011394,0.9605,0.0001,0.5331,281,B
518,Heavy-Duty Pine Wood Crate,Wood,624,47.05,0.576,2.69,Yes,1,5,0.052186539118551416,0.06490624653278597,0.030177593804246228,0.08983347940403155,0.9804,0.0,0.5509,22,B
519,Medical-Grade Cornstarch Foam,Eco,40,0.59,1.426,5.94,Yes,1,0,0.0023061154765971984,0.0004715411072894708,0.08692749365736412,0.23225241016652062,0.9435,0.0,0.5301,305,B
520,Single-Ply Recycled Denim,Eco,265,3.43,0.529,1.25,Yes,1,0,0.021523744448240522,0.004410296238766227,0.02703965816530912,0.026730937773882565,0.9824,0.0,0.5426,156,B
521,Perforated Mushroom Mycelium,Eco,135,0.64,0.502,3.86,Yes,1,0,0.0104202254868466,0.0005408853877732166,0.025237014287621845,0.14110429447852763,0.9836,0.0,0.5433,145,B
522,Reinforced Kraft Paper,Paper,922,72.04,0.845,1.37,Yes,1,3,0.07763922104543901,0.09956451791856209,0.04813726799305648,0.03198948290972831,0.9687,0.0,0.5512,18,B
523,Fire-Retardant Seaweed Film,Eco,1192,17.04,0.268,6.19,Yes,1,0,0.100700375811411,0.023285809386441807,0.009614100680998798,0.24320771253286597,0.9938,0.0,0.5424,160,B
524,Fire-Retardant Pine Wood Crate,Wood,567,39.67,0.67,3.09,Yes,1,5,0.04731807311240177,0.05467103073338511,0.03645346508212045,0.10736196319018404,0.9763,0.0,0.5479,55,B
525,Waterproof Teflon Coating,Plastic,2440,25.21,8.874,9.68,No,0,4,0.2072941578407926,0.034616664817485855,0.5841901455468019,0.39614373356704646,0.2703,0.0,0.1808,570,D
526,Commercial-Grade Sheep Wool,Eco,1341,10.31,0.516,3.47,Yes,1,0,0.1134267167748548,0.013952069233329638,0.026171718520496733,0.12401402278702894,0.983,0.0,0.5355,255,B
527,Anti-Static Aluminum Foil,Metal,2619,43.65,12.803,5.43,No,0,2,0.22258284933378886,0.06019083545989127,0.8465082120443317,0.20990359333917616,0.0998,0.0,0.1247,593,D
528,Woven Kraft Paper,Paper,880,65.02,0.88,1.43,Yes,1,3,0.0740519303040656,0.08982858093864418,0.05047402857524369,0.034618755477651184,0.9672,0.0,0.5491,39,B
529,UV-Stabilized Styrofoam (EPS),Plastic,26,0.46,4.144,2.2,No,0,4,0.001110351896139392,0.000291245978031732,0.26839364401121646,0.06836108676599476,0.4755,0.0,0.2664,530,D
530,Recycled Kraft Paper,Paper,801,45.05,0.481,0.99,Yes,1,3,0.06730440724291083,0.062132475313436145,0.023834957938309517,0.015337423312883437,0.9845,0.0001,0.5503,26,B
531,Medical-Grade Polycarbonate,Plastic,1142,74.24,4.34,8.0,No,0,4,0.09642979159549026,0.10261566625984689,0.28147950327146476,0.32252410166520595,0.467,0.0,0.2743,506,D
532,Single-Ply Acrylic Sheet,Plastic,1070,49.38,3.174,2.02,No,0,4,0.09028015032456439,0.06813769000332853,0.20363199359059952,0.06047326906222612,0.5176,0.0,0.2858,450,D
533,Perforated PLA Bioplastic,Eco,1108,47.65,1.787,3.06,Yes,1,0,0.09352579432866416,0.06573837789859092,0.1110295099479236,0.10604732690622262,0.9278,0.0,0.5285,313,B
534,Double-Wall Cotton Canvas,Eco,2338,74.82,2.182,3.66,Yes,1,0,0.1985821660403143,0.10342005991345833,0.13740152223260782,0.13234005258545137,0.9107,0.0,0.5196,337,B
535,Laminated Tin Plate,Metal,8415,233.88,10.135,2.46,No,0,2,0.7176289716433208,0.3240180849883502,0.6683802910936039,0.07975460122699388,0.2156,0.0,0.1685,580,D
536,Medical-Grade Polypropylene (PP),Plastic,899,41.71,2.503,4.17,No,0,4,0.07567475230611548,0.05750027737712193,0.15883295500066763,0.1546888694127958,0.5468,0.0,0.2953,414,D
537,Heavy-Duty Molded Pulp,Paper,389,2.79,0.838,1.4,Yes,1,3,0.032114793303723944,0.0035226894485742817,0.047669915876619035,0.033304119193689745,0.969,0.0,0.5366,243,B
538,Commercial-Grade Hemp Composite,Eco,1104,50.19,1.004,3.06,Yes,1,0,0.0931841475913905,0.06926106734716521,0.05875283749499265,0.10604732690622262,0.9618,0.0,0.5412,182,B
539,Reinforced Bubble Wrap (LDPE),Plastic,1122,15.25,3.242,2.91,No,0,4,0.09472155790912197,0.020803284145123713,0.20817198557884897,0.09947414548641545,0.5147,0.0,0.2748,503,D
540,Commercial-Grade Steel Strap,Metal,8043,412.48,2.062,1.3,No,0,2,0.6858558250768705,0.5717158548762898,0.12938977166510882,0.028921998247151623,0.5659,0.0,0.3438,345,C
541,Medical-Grade Pine Wood Crate,Wood,491,41.2,0.589,5.89,Yes,1,5,0.040826785104202255,0.056792965716187735,0.031045533449058617,0.2300613496932515,0.9798,0.0,0.5502,28,B
542,Fire-Retardant HDPE Container,Plastic,1058,27.84,2.5,1.97,No,0,4,0.08925521011274343,0.038264173970930876,0.15863266123648015,0.058282208588957066,0.5469,0.0,0.2901,436,D
543,Standard Balsa Wood,Wood,166,10.37,0.415,3.63,Yes,1,5,0.013067987700717458,0.01403528236991013,0.019428495126185066,0.13102541630148992,0.9874,0.0,0.5471,64,B
544,Waterproof Steel Strap,Metal,8472,394.96,2.172,1.42,No,0,2,0.7224974376494705,0.5474176189947852,0.1367338763519829,0.03418054338299737,0.5611,0.0,0.3336,350,C
545,Reinforced Mushroom Mycelium,Eco,178,1.18,0.542,4.49,Yes,1,0,0.014092927912538435,0.0012898036169976701,0.02790759781012151,0.16871165644171782,0.9819,0.0,0.5425,157,B
546,Recycled Nylon Fabric,Plastic,1202,56.44,3.135,2.82,No,0,4,0.10155449265459515,0.07792910240763341,0.20102817465616235,0.09553023663453111,0.5193,0.0,0.2872,442,D
547,Single-Ply Bubble Wrap (LDPE),Plastic,866,7.32,2.729,1.84,No,0,4,0.07285616672360778,0.009805281260401644,0.17392175190279074,0.052585451358457505,0.537,0.0,0.2826,464,D
548,UV-Stabilized Glass Jar,Glass,2529,55.63,0.971,2.12,No,0,1,0.21489579774513154,0.07680572506379674,0.05654960608893043,0.06485539000876425,0.6132,0.0,0.3085,371,C
549,Single-Ply Hemp Composite,Eco,1036,36.64,0.942,2.43,Yes,1,0,0.0873761530577383,0.05046876733607012,0.05461343303511817,0.07843996494303244,0.9645,0.0,0.5389,225,B
550,Laminated Kraft Paper,Paper,868,59.17,1.026,1.52,Yes,1,3,0.07302699009224461,0.08171530012204593,0.060221658432367466,0.03856266432953549,0.9609,0.0,0.5454,112,B
551,Perforated Sheep Wool,Eco,1185,8.1,0.506,3.56,Yes,1,0,0.1001024940211821,0.010887052035948076,0.02550407263987181,0.12795793163891325,0.9834,0.0,0.5364,247,B
552,Reinforced Palm Leaf,Eco,622,23.32,0.456,1.62,Yes,1,0,0.052015715749914586,0.031995451015200266,0.02216584323674723,0.04294478527607362,0.9856,0.0,0.5462,93,B
553,UV-Stabilized Recycled Denim,Eco,287,5.27,0.69,2.15,Yes,1,0,0.023402801503245644,0.006962165760568068,0.03778875684337027,0.06617002629272568,0.9754,0.0,0.5404,201,B
554,Heavy-Duty Balsa Wood,Wood,206,13.88,0.476,4.86,Yes,1,5,0.01648445507345405,0.018903250859869082,0.02350113499799706,0.1849255039439089,0.9847,0.0,0.5468,76,B
555,Insulated Tissue Paper,Paper,127,0.61,0.973,2.43,Yes,1,3,0.009736932012299282,0.000499278819482969,0.05668313526505541,0.07843996494303244,0.9632,0.0,0.5362,251,B
556,Recycled Jute Burlap,Eco,1341,27.84,0.309,1.11,Yes,1,0,0.1134267167748548,0.038264173970930876,0.012351448791560955,0.020595968448729192,0.992,0.0,0.5435,142,B
557,Commercial-Grade Cork Sheet,Wood,249,5.18,0.311,4.35,Yes,1,5,0.020157157499145883,0.0068373460556973254,0.012484977967685938,0.16257668711656442,0.9919,0.0,0.5465,86,B
558,Waterproof Corrugated Cardboard,Paper,663,6.03,0.995,0.97,Yes,1,3,0.05551759480696959,0.008016198823921005,0.05815195620243022,0.014460999123575811,0.9622,0.0001,0.5328,282,B
559,Waterproof PET Plastic,Plastic,1587,57.52,2.531,1.38,No,0,4,0.13443799111718482,0.07942693886608233,0.16070236346641742,0.03242769500438212,0.5455,0.0,0.2934,423,D
560,Standard PVC Film,Plastic,1292,44.73,2.485,1.79,No,0,4,0.10924154424325247,0.06168867191834017,0.15763119241554277,0.050394390885188434,0.5475,0.0,0.293,427,D
561,Heavy-Duty HDPE Container,Plastic,1196,33.91,2.209,1.76,No,0,4,0.10104202254868466,0.0466825696216576,0.1392041661102951,0.049079754601227,0.5595,0.0,0.2951,416,D
562,Perforated Bamboo Sheet,Wood,617,35.24,0.587,2.26,Yes,1,5,0.05158865732832251,0.048527127482525245,0.030912004272933634,0.07099035933391762,0.9799,0.0,0.5475,59,B
563,Perforated Bubble Wrap (LDPE),Plastic,851,8.22,2.981,2.49,No,0,4,0.07157499145883156,0.011053478309109067,0.19074642809453862,0.08106923751095532,0.526,0.0,0.2792,484,D
564,UV-Stabilized Sheep Wool,Eco,1263,10.69,0.583,4.35,Yes,1,0,0.10676460539801845,0.014479085765006103,0.030644945920683668,0.16257668711656442,0.9801,0.0,0.5353,259,B
565,Anti-Static HDPE Container,Plastic,939,24.7,2.065,1.8,No,0,4,0.07909121967885206,0.03390935315655164,0.1295900654292963,0.050832602979842254,0.5658,0.0,0.2969,405,D
566,Woven Teflon Coating,Plastic,2529,33.97,9.197,10.87,No,0,4,0.21489579774513154,0.046765782758238096,0.6057551074909867,0.4482909728308502,0.2563,0.0,0.1776,575,D
567,Insulated Hemp Composite,Eco,566,30.85,1.234,4.77,Yes,1,0,0.04723266142808336,0.04243869965605237,0.07410869274936573,0.18098159509202452,0.9518,0.0,0.5369,241,B
568,Heavy-Duty Cork Sheet,Wood,321,7.2,0.37,5.76,Yes,1,5,0.026306798770071745,0.009638854987240654,0.016424088663372943,0.224364592462752,0.9893,0.0,0.5456,107,B
569,Laminated Polycarbonate,Plastic,1273,75.2,4.762,3.78,No,0,4,0.1076187222412026,0.10394707644513482,0.30965415943383623,0.13759859772129712,0.4487,0.0,0.2671,529,D
570,Industrial-Grade ABS Plastic,Plastic,1141,47.85,3.4,2.19,No,0,4,0.09634437991117184,0.06601575502052591,0.21872079049272264,0.06792287467134094,0.5078,0.0,0.2813,474,D
571,Woven Mushroom Mycelium,Eco,169,1.06,0.563,4.66,Yes,1,0,0.013324222753672703,0.0011233773438366805,0.02930965415943383,0.17616126205083263,0.9809,0.0,0.5422,162,B
